"","clusterNum","med_rent_00","hhinc_all_00","pct_inc_rent_00","own_rate_00","shwhite_hh_00","ed1_ns_00"
"36005012701",20,-1.79387169145702,-1.41928075992455,-0.0688315216009421,-0.776949391730996,-0.633244372393259,0.849051003580891
"36005012702",20,-1.86100087685775,-1.06521231306446,-0.369148526626197,-1.23866783288642,-0.450205561131628,0.635028348650974
"36005012901",20,-1.74911890118987,-1.46491481020542,0.325334547494706,-1.08291095891723,-0.731313353808722,1.09482651524529
"36005012902",20,-2.19217152483468,-1.80609136815638,1.113666685686,-1.14490755248728,-0.0389715906531187,1.56212733348619
"36005013000",21,0.0409927094962334,0.422802948221729,0.700730803776276,1.02361302006504,1.03029100299291,0.171291353173763
"36005013100",20,-1.2299865340909,-1.42338027271574,0.344104360308784,-0.803926287852015,-0.820661709327392,0.326170984293019
"36005013200",8,0.296083614019031,0.67476116200654,-1.0636316007471,1.23473261620996,0.900040847287242,-0.375271557154153
"36005013300",20,-1.92813006225848,-1.28647812187313,-0.369148526626197,-0.992670170544948,-1.0311970923105,0.26990793434154
"36005013500",20,-1.57458301914797,-1.38772529962395,0.212715670610235,-0.936209717155548,-1.19261266929781,0.83141391327873
"36005013700",20,-1.10915400036958,-0.912883048297105,-0.782084408535924,-1.26869724971412,-1.14931616602388,0.53183525349824
"36005013800",21,0.152874685164129,0.444433272291033,0.850889306288903,1.20614653474976,1.0657194132538,-0.780005596264784
"36005013900",12,-0.706378887965208,-1.13711560978361,1.86445919824914,-0.514608851191796,-1.39016892222536,1.86864440047982
"36005014100",12,-1.01517314080856,-1.40908591890436,1.39521387789718,-1.28878643945173,-0.976939746499248,0.453336658807112
"36005014400",20,-1.76254473827001,-1.08096307273587,-0.763314595721845,-0.848617083830424,-0.529496948953952,0.258635242833764
"36005014500",20,-1.69541555286928,-1.41162114391996,-0.387918339440276,-1.42389222355249,-1.16896276403725,0.228326478575029
"36005014700",20,-2.12504233943395,-1.58493344126327,0.118866606539843,-1.40030170654112,-1.09162420292496,0.624118845292174
"36005014900",17,-1.15390679063674,-1.39856743213749,0.88842893191706,-1.2398445048096,-1.10546194755191,1.37501990460828
"36005015100",17,-0.72428000407207,-1.15658829554176,0.88842893191706,-1.00153278727844,-1.02530740454637,0.573072300942996
"36005015300",17,-1.32844267267863,-1.10426556649632,0.269025109052471,-0.656931465996078,-1.07957233334221,0.934916141207058
"36005015400",8,0.573550913675361,0.639699539450315,-1.13871085200341,1.68535942965658,1.15573184090724,-0.211003794887027
"36005015500",20,-1.699890831896,-1.26409262439492,-0.613156093209218,-1.15587201554224,-0.888171022392332,0.771885406029787
"36005015600",8,0.457193658980778,0.927906076862485,-1.73934486205393,0.26634192816791,0.987728062517441,-1.10019233411561
"36005015700",13,-0.769032794339222,-0.987321570031863,0.531802488449569,-0.74959219461085,-0.92071531098248,-0.19388970584748
"36005016000",21,0.193152196404575,0.136484344331819,-0.0876013344150202,1.47737122240125,1.56306167785099,-0.63401135926178
"36005016100",20,-1.35529434683892,-1.29575596661108,0.0813269809116858,-1.27514332795858,-0.907820730061103,0.369283081946529
"36005016200",21,0.573550913675361,0.579015961949158,-0.125140960043178,1.19849977044653,1.36188875355423,-0.955324538398592
"36005016400",8,0.117072452950404,0.537966893079484,-0.894703285420395,0.649893831365599,1.4203215274449,-0.71061260721618
"36005016500",17,-0.858538374873529,-1.48794759917697,-0.312839088183962,-1.42389222355249,-1.12711442764589,1.78999399499272
"36005016600",21,0.282657776938872,0.0632325236681993,-0.181450398485413,1.24595379018946,1.0146753707503,-0.307509200963906
"36005016700",17,-0.464713820522583,-1.38718589004616,0.325334547494706,-1.22978524178669,-0.907345237504157,0.932524709391169
"36005016900",12,-0.625823865484334,-1.04104676397955,3.04695740553608,-0.697794332262373,-1.21865994986713,-0.644989898611393
"36005017300",17,-0.863013653900242,-1.19812283303144,0.325334547494706,-1.17799227309437,-0.93238868915423,1.07626176054229
"36005017500",20,-1.65513804162885,-1.44409360050281,0.287794921866549,-1.32500765680827,-1.07187382907499,1.43855975397724
"36005017700",12,-0.849587816820096,-1.3512072712077,1.56414219322388,-0.959162587208682,-1.01754185230099,1.51649732609791
"36005017900",2,-0.679527213804915,-1.21716399112736,0.982277995987452,-1.36257360002149,-0.903740738155103,2.0627661303175
"36005018100",17,-0.522892447869881,-0.939314117608723,0.513032675635491,-1.22339061298671,-1.07260798722788,0.817973621974893
"36005018300",13,-0.370732960961563,-0.819187604635317,0.325334547494706,-1.03297467063312,-0.983107479237564,-0.203048827836273
"36005018400",21,0.0902207787901182,0.0263908495052722,-0.181450398485413,0.765960339773254,1.40745088645794,-0.0231299547150087
"36005018900",13,-0.751131678232359,-0.886721683774384,-0.21899002411357,-1.16616896095701,-1.09595462355663,0.202103381178627
"36005019300",13,-1.40899769515951,-1.39106963900624,0.362874173122863,-1.30301921508222,-1.18212232709488,-0.104568691086815
"36005019400",8,0.497471170221191,0.56623195495558,-0.988552349490787,0.408451541962248,1.09028994732755,-0.917679418581329
"36005019500",12,-0.42891158830886,-1.08792145628934,1.77061013417875,-1.31543131680233,-1.03459834424514,1.52439084286789
"36005019600",19,0.479570054114344,-0.350494622495256,0.738270429404432,-0.133198040637812,0.243727121555022,-1.10019233411561
"36005019700",2,-0.397584635121855,-0.886344097069932,0.681960990962197,-1.30787879598082,-0.942523004714383,2.610315101045
"36005019800",18,-0.603447470350758,-0.616693249133675,0.193945857796157,-0.815198395773845,-0.0439238769564023,0.243102724216685
"36005019900",17,-0.675051934778202,-0.903928849305826,-0.0125220831587066,-1.19552139966283,-1.09374398698899,0.748948717252416
"36005020100",17,-0.625823865484334,-1.04077705919066,0.00624772965537216,-1.3284786320133,-1.10581946778866,0.291202482164782
"36005020200",18,-0.455763262469153,-0.334420217077171,0.306564734680627,-0.263973049835963,0.0844488122084416,-0.0334426620146338
"36005020400",18,0.0723196626832391,-0.344237471392916,-0.46299759069659,-0.524424471501869,-0.0138928331656441,-0.5494982794815
"36005020500",20,-1.09572816328944,-1.05819998855322,-0.106371147229099,-1.12829335744782,-1.09921983149833,0.642809534013029
"36005020601",11,-0.769032794339222,-0.558706719521453,0.550572301263648,0.0455844719252245,-0.0213685887729022,1.11566550564201
"36005020602",18,-0.0306117549312176,-0.321582269125818,0.062557168097607,-0.955556510679965,-0.0359988149629132,-0.476565669558747
"36005020800",18,0.0186163143626669,-0.459671121039566,0.588111926891804,-0.73746073930641,-0.284880419508064,0.211051538029659
"36005021000",5,-0.231999311133387,-0.390087285504901,-0.744544782907767,-0.43564038232729,-0.823132363010107,-0.158802057885258
"36005021100",17,-0.648200260617909,-1.15265060562391,0.381643985936942,-1.16056015779457,-1.05420181989384,0.536472743495008
"36005021200",5,-0.312554333614265,-0.329134003214851,-0.669465531651453,-0.555194348616774,-0.887318957636548,-0.448471607198323
"36005021301",12,-1.34186850975878,-1.37871715967489,1.97707807513361,-1.20204899113919,-1.02947213848036,-0.503101098740489
"36005021302",13,-0.612398028404188,-0.881273647038727,0.0813269809116858,-1.23790244284235,-0.97852979512569,0.0775978832432159
"36005021400",14,-0.290177938480689,1.02499980086434,-1.23255991607381,0.372496877940591,-0.361940708931361,-1.10019233411561
"36005021501",17,-1.15390679063674,-1.19855436069367,0.287794921866549,-1.39694732587671,-1.01727847126278,1.23428695317088
"36005021502",12,-0.769032794339222,-1.28723329528203,1.75184032136467,-1.28307801551359,-1.07573828567396,1.04854604117325
"36005021601",18,-0.281227380427256,-0.392460687647171,0.118866606539843,-0.724465865107309,-0.362166739282706,-0.398784054995329
"36005021602",5,-0.281227380427256,-0.310686195654496,-0.800854221350002,-0.635653843514234,-0.810517731851656,-0.596550388068168
"36005021701",12,-0.822736142659807,-1.26959460208836,1.32013462664087,-1.26485748352498,-1.10817991389724,0.393171977649917
"36005021702",13,-0.527367726896597,-1.14272546939261,0.325334547494706,-1.42389222355249,-0.81073098186692,-1.10019233411561
"36005021800",12,-0.388634077068422,-0.796586343325997,1.71430069573651,-0.730218316632674,-0.549913695736417,0.724548392569485
"36005021900",2,-0.657150818671339,-1.33076364820953,3.66636122840067,-1.42389222355249,-0.704875437290028,4.1577690850886
"36005022100",2,-0.634774423537763,-1.04751967891301,1.01981762161561,-1.39268237676934,-0.791814887024102,1.99699302081702
"36005022300",17,-0.849587816820096,-1.17212329138206,0.250255296238392,-1.41226419179354,-0.908255910097827,0.562043786859152
"36005022401",18,-0.0664139871449102,-0.515553953298407,0.175176044982078,-0.969250537372144,0.208278256870352,0.279847983776327
"36005022402",18,-0.0664139871449102,-0.529147074658669,0.250255296238392,-1.09097310286549,0.106680242403704,-0.264519771785046
"36005022500",2,-0.3528318448547,-1.087759633416,1.26382518819863,-1.28294161338964,-1.01210550968879,1.83801439132097
"36005022701",12,-0.661626097698056,-1.10307886542518,1.65799125729428,-1.06899335627906,-1.0473700393122,0.312457632119711
"36005022702",2,-0.254375706266967,-1.02475659473035,1.71430069573651,-1.42389222355249,-1.0185924115641,2.72748645584493
"36005022703",5,-0.42891158830886,-0.548296114670145,-0.782084408535924,-1.36805903402157,-1.08509309450196,0.0944651117641979
"36005022800",18,-0.178295962812806,-0.44079178581698,-0.237759836927648,-1.11086969321108,0.207053688485224,0.165360089543663
"36005022901",17,-0.446812704415723,-0.796262697579324,0.794579867846668,-1.2665991283337,-1.01863838044708,0.418025646351574
"36005022902",17,-0.554219401056889,-0.889904200283333,1.20751574975639,-0.994255830112063,-1.10883788825001,0.856251920197393
"36005023000",18,-0.111166777412075,-0.788063671996945,0.907198744731138,-0.672002571991286,-0.101703409383982,0.322097190277363
"36005023100",12,-0.245425148213534,-1.31959786994932,3.40358384900358,-1.06417572459661,-1.00695309039484,0.93836824914663
"36005023200",19,-0.0440375920113441,-0.562752291354864,1.00104780880153,-0.111910256921484,0.215390116183395,-0.82326653103368
"36005023301",17,-0.554219401056889,-0.842112511691309,0.118866606539843,-1.42389222355249,-1.01102933832111,0.484221020187736
"36005023302",17,-0.3528318448547,-0.535188461929893,-0.237759836927648,-1.25702905149694,-1.11842951437725,1.10486956281237
"36005023400",9,-0.146969009625797,-0.516255185749533,0.850889306288903,-0.087576984010251,0.747010930366706,-0.46383475987175
"36005023501",13,-0.312554333614265,-0.727056448749115,0.344104360308784,-1.35642926366767,-0.934943655734372,0.0922454757169379
"36005023502",17,-0.675051934778202,-1.12897052515901,0.700730803776276,-1.25570551869861,-0.816981805071918,0.775030010846006
"36005023600",11,-0.522892447869881,-0.593660460162124,0.0813269809116858,-0.60816855510029,0.0966959507330387,1.71470471794524
"36005023701",17,-0.424436309282144,-1.00679425579001,1.24505537538455,-1.3335179051267,-0.835676445960965,1.40328186497928
"36005023702",2,-0.464713820522583,-1.36965507876805,1.54537238040981,-1.42389222355249,-0.606957468579328,2.08519484465031
"36005023900",2,-0.661626097698056,-1.17568339459546,1.30136481382679,-1.31897491135703,-0.890135528451219,2.22628700226134
"36005024000",19,-0.0798398242250694,-0.609842747495763,1.03858743442969,-0.0306480536928516,-0.254615592615133,-0.22360577319324
"36005024100",17,-0.630299144511047,-1.06467290348667,1.07612706005784,-1.35561749392472,-0.866645024907332,1.56466539394388
"36005024200",21,0.457193658980778,-0.274653635858255,0.344104360308784,0.692543212114649,0.12025496146319,-1.10019233411561
"36005024300",17,-1.02859897788871,-1.05523323587538,0.00624772965537216,-1.08050968240571,-0.892550994970281,1.35390440706839
"36005024400",4,-0.236474590160104,0.045647771432306,-0.70700515727961,0.142410742677313,1.06463564112978,-0.865922024623846
"36005024500",17,-0.621348586457617,-0.916119505763836,0.456723237193255,-1.12998060379465,-0.929013542902246,0.472591095118613
"36005024600",8,-0.0306117549312176,0.612081769067566,-0.857163659792238,0.361322428360305,1.15861975922687,-0.925911380426806
"36005024700",5,-0.0574634290915033,-0.114502932212973,-0.650695718837374,-1.3287346613287,-1.11897309784003,-0.601558982006763
"36005024800",4,0.0633691046298318,0.495731123138679,-1.27009954170196,-0.281618703084889,1.14107754486157,0.718962375007738
"36005025000",4,0.0633691046298318,-0.122270430133121,-0.725774970093689,0.0499611232888758,1.43561346869254,-0.62948697247635
"36005025100",17,-0.496040773709591,-0.92771681168628,0.907198744731138,-0.880485014896892,-0.855489069797462,1.57357454081778
"36005025200",21,0.184201638351135,0.274303491456672,0.137636419353921,0.561312257840939,1.08868572548952,-0.891515717394912
"36005025300",2,-0.500516052736305,-1.06176009176662,0.719500616590354,-1.24672257677293,-0.798234263334527,2.24108707217106
"36005025400",21,0.0902207787901182,0.0414403767255589,0.982277995987452,0.562865665189379,1.25552910697107,-0.623925121811116
"36005025500",2,-0.527367726896597,-1.08641110947153,0.193945857796157,-1.30115876400308,-0.744336331308417,2.45850966187698
"36005025600",18,-0.160394846705943,-0.568631855752756,0.513032675635491,-0.15423845582237,0.801189778277426,-0.340785034755018
"36005025700",13,-0.205147636973098,-0.635950171060709,1.13243649850008,-1.0822783406155,-0.782070176374923,-0.025984543047541
"36005025800",18,-0.0708892661716298,-1.26074828501264,-0.0125220831587066,-1.0543125302704,0.256889457600819,-1.10019233411561
"36005026100",10,0.237904986671707,0.838202264076329,-2.00212224145102,1.19437424463678,-0.985728445909705,-1.10019233411561
"36005026300",12,-0.303603775560832,-0.797934867270468,1.67676107010836,-0.515087421387773,-0.70270940297491,1.21206530115937
"36005026400",8,-0.0932656613052156,0.423612062588412,-1.0636316007471,0.335814660011626,1.30537184141115,-0.716705178926321
"36005026500",12,-0.433386867335577,-1.05081007733752,1.56414219322388,-1.17473426010247,-0.629316689780985,0.246503018129329
"36005026601",4,-0.509466610789738,-0.531952004463166,-0.406688152254355,-0.55746847352932,1.32529593486326,-0.463902872927364
"36005026602",4,-0.446812704415723,-0.381187027471401,-0.256529649741727,-0.50066062081966,1.09250246087005,-0.830580275171019
"36005026700",17,-0.214098195026528,-0.703915777862007,0.344104360308784,-1.23163201487575,-0.671435058329849,0.927956805922615
"36005026900",17,-0.603447470350758,-0.465820390226348,-0.500537216324747,-0.887591593737807,-0.709771032967636,0.788987960513616
"36005027101",20,-2.15636929262096,-1.57063908745189,-0.819624034164081,-1.23626232131933,-0.948038007933124,-0.29596091769451
"36005027102",5,-0.325980170694411,1.13288171642195,-2.82799400527048,-1.42389222355249,-1.48416525833473,-1.10019233411561
"36005027300",17,-0.500516052736305,-0.72322664074682,-0.0312918959727853,-0.994981553489166,-0.518614213876032,0.391394173522575
"36005027400",8,0.488520612167784,0.477013610789433,-0.969782536676709,1.09105878734402,1.54562242222587,-0.792367140146756
"36005027700",17,-0.419961030255431,-0.776574247990059,0.287794921866549,-1.0514972745706,-0.349753865255949,1.54134825315369
"36005027900",4,-0.214098195026528,0.0131213738916841,-0.875933472606317,-0.539184077471814,0.33672160300998,-0.353174887231652
"36005028100",4,-0.621348586457617,-0.0735078043010811,-1.15748066481749,0.490915944230146,0.679677613874535,-0.68881981862581
"36005028300",18,-0.321504891667694,-0.234036094650812,-0.894703285420395,-1.36162607957562,-0.263643267940632,0.182345135229616
"36005028500",11,-0.25885098529368,-0.363116806615498,-0.444227777882512,-0.685659387063833,0.733372688314538,0.791959450941682
"36005028600",4,0.291608334992311,0.229370673626924,-0.387918339440276,0.25612495621978,0.972432416406953,-1.10019233411561
"36005028700",4,-0.227524032106674,-0.170008177767366,-0.800854221350002,-0.406822594172826,0.276704578739629,-0.00884567114110589
"36005028800",8,0.305034172072437,0.737494495903292,-0.894703285420395,0.928545295983285,1.32722841345775,-0.0500351782155467
"36005028900",18,-0.24990042724025,-0.462529991801841,-0.33160890099804,-1.04489003914374,0.278141269818526,0.625129613543267
"36005029300",3,1.45518088193827,1.14544995958442,-0.556846654766982,0.871195374954997,1.12603479292433,-0.807382157493665
"36005029500",4,0.663056494209658,0.458619744186858,-0.894703285420395,-0.429206545500457,1.04750401532932,-0.658375883770407
"36005029600",18,-0.764557515312506,-0.615938075724771,-0.932242911048552,-1.09080522269893,0.220825788285475,-0.862960818933711
"36005029700",8,0.712284563503543,1.10289054389694,-1.15748066481749,0.417165629319166,1.17015177353119,-0.237905995914645
"36005030000",4,-0.0619387081182229,0.141554794363027,-0.857163659792238,-0.105993882397533,1.12457669985038,-0.508371765383143
"36005030100",4,-0.330455449721124,0.447993375504434,-0.575616467581061,-0.181746188095466,1.15444617673553,-0.753899243538338
"36005030200",5,-0.558694680083603,0.034320170298757,-1.17625047763157,0.278076776399047,-0.6611710026727,-0.857600467920068
"36005030700",15,0.958424909972868,1.501837867629,-1.27009954170196,0.271460198581468,1.35236588221949,-0.876275108544633
"36005031000",3,1.14191135006821,0.839388965147464,-0.988552349490787,1.59428077740671,0.914333778617736,-0.308787831843637
"36005031200",21,-0.0350870339579045,0.267560871734322,0.156406232167999,1.25376545137529,1.08667213279107,-0.662224599542362
"36005031400",3,0.0633691046298318,1.48797504147985,-0.0125220831587066,1.80108945692306,0.907470489868714,-0.530550445473709
"36005031600",21,-0.0127106388243384,0.0808172759040885,0.757040242218511,1.16834034509512,0.745310338759464,0.124610199987204
"36005031700",12,-2.16084457164767,-1.69060377755196,3.21588572086279,-1.00848357628111,1.23981993378918,1.42828620467134
"36005031800",8,0.654105936156252,0.954660791920773,-0.819624034164081,1.04938968911013,0.842244060372255,0.447376898830041
"36005032000",8,0.501946449247911,0.874396646745909,-0.988552349490787,0.710698182751608,0.758731930982773,-0.581063926311937
"36005032200",8,0.309509451099157,0.224893574131286,-1.36394860577236,1.0034320331731,0.986823170574383,-1.10019233411561
"36005032300",8,0.179726359324415,0.929794010384746,-1.40148823140051,0.325909347742277,0.905530494504653,-0.893161196093068
"36005032400",20,-1.46270104348009,-1.25265714134582,-0.387918339440276,-0.999683695140951,0.250354886769254,0.239173279482694
"36005032800",18,-0.630299144511047,-0.643933432811972,-0.613156093209218,-0.867701472221204,0.272294964987757,-0.373612306757005
"36005032900",8,0.300558893045717,1.31676644148991,-1.64549579798353,0.314805035758842,1.31963536200882,-1.10019233411561
"36005033000",18,-0.558694680083603,-0.552071981714661,-0.538076841952904,-1.09164561673534,0.313395413893191,0.475603930129913
"36005033200",18,-0.330455449721124,-0.443434892748144,-0.819624034164081,-1.00558348273939,0.12289996464018,-0.137330813043079
"36005033300",1,0.416916147740334,7.36608303350986,-2.82799400527048,2.05131408999045,1.40525636124655,-1.10019233411561
"36005033400",6,-0.509466610789738,-0.492089636664626,-0.688235344465532,-1.42389222355249,-1.48416525833473,5.61628295754585
"36005033600",20,-1.01964841983528,-0.901986974825786,-0.33160890099804,-1.02994299547874,-0.684854181734758,0.394881714449289
"36005033800",19,-0.285702659453972,-0.807913944459546,1.39521387789718,-0.609212435591596,-0.618146619734227,-0.29221634813657
