"","CT_id_full","med_rent_00","med_rent_10","med_rent_15","hhinc_all_00","hhinc_owners_00","hhinc_renters_00","hhinc_all_10","hhinc_owners_10","hhinc_renters_10","hhinc_all_15","hhinc_owners_15","hhinc_renters_15","pct_inc_rent_00","pct_inc_rent_10","pct_inc_rent_15","total_hh_00","owner_hh_00","renter_hh_00","own_rate_00","owner_1ymoved_00","renter_1ymoved_00","tot_1ymoved_00","sh_1ymoved_00","owner_5ymoved_00","renter_5ymoved_00","tot_5ymoved_00","sh_5ymoved_00","total_hh_10","owner_hh_10","renter_hh_10","own_rate_10","owner_1ymoved_10","renter_1ymoved_10","tot_1ymoved_10","sh_1ymoved_10","owner_5ymoved_10","renter_5ymoved_10","tot_5ymoved_10","sh_5ymoved_10","total_hh_15","owner_hh_15","renter_hh_15","own_rate_15","owner_1ymoved_15","renter_1ymoved_15","tot_1ymoved_15","sh_1ymoved_15","owner_5ymoved_15","renter_5ymoved_15","tot_5ymoved_15","sh_5ymoved_15","shwhite_hh_00","shblack_hh_00","shasian_hh_00","shother_hh_00","shwhite_hh_10","shblack_hh_10","shasian_hh_10","shother_hh_10","shwhite_hh_15","shblack_hh_15","shasian_hh_15","shother_hh_15","ed1_ns_00","ed2_hs_00","ed3_sc_00","ed4_bc_00","ed1_ns_10","ed2_hs_10","ed3_sc_10","ed4_bc_10","ed1_ns_15","ed2_hs_15","ed3_sc_15","ed4_bc_15"
"11","36005002400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,30,0,30,0,0,0,0,0,0,30,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.36283185840708,0.63716814159292
"12","36005002500",465.753424657534,619.565217391304,549,18106.8493150685,25494.5205479452,17852.0547945205,16529.347826087,71105.4347826087,16332.6086956522,17226,100278,17058,29.8,35.8,33.7,1725,50,1675,0.0289855072463768,0,117,117,0.0678260869565217,0,645,645,0.0678260869565217,1812,43,1769,0.0237306843267108,15,520,535,0.295253863134658,15,812,827,0.295253863134658,1840,40,1800,0.0217391304347826,0,0,0,0,7,467,474,0,0.259130434782609,0.256231884057971,0,0.48463768115942,0.400110375275938,0.231788079470199,NA,NA,0.233152173913043,0.253804347826087,0.0239130434782609,NA,0.095307917888563,0.722507331378299,0.149193548387097,0.0329912023460411,0.0110497237569061,0.801795580110497,0.13328729281768,0.0538674033149171,0.0290812954395241,0.697290152015863,0.191341705221414,0.0822868473231989
"13","36005002701",361.643835616438,585.869565217391,627,18424.6575342466,32534.2465753425,18082.1917808219,21141.3043478261,NA,21141.3043478261,20153,NA,20153,26,29.9,31.5,991,5,986,0.00504540867810293,0,85,85,0.0857719475277497,0,222,222,0.0857719475277497,1014,0,1014,0,0,230,230,0.226824457593688,0,441,441,0.226824457593688,1102,0,1102,0,0,0,0,0,0,244,244,0,0.269424823410696,0.458123107971746,0.00908173562058527,0.263370332996973,0.190335305719921,0.675542406311637,NA,NA,0.147005444646098,0.377495462794918,NA,NA,0.0684931506849315,0.66470971950424,0.1617742987606,0.105022831050228,0.02557856272838,0.693666260657735,0.154080389768575,0.126674786845311,0.0657652120467117,0.640442532267978,0.205285802089736,0.0885064535955747
"14","36005002702",454.794520547945,643.478260869565,995,16489.0410958904,56506.8493150685,15997.2602739726,20978.2608695652,20380.4347826087,21020.652173913,NA,NA,NA,30.6,31.1,47.4,1289,60,1229,0.0465477114041893,30,240,270,0.209464701318852,30,478,508,0.209464701318852,1384,27,1357,0.0195086705202312,11,301,312,0.225433526011561,16,673,689,0.225433526011561,1392,57,1335,0.040948275862069,0,46,46,0.0330459770114943,0,334,334,0.0330459770114943,0.258339798293251,0.288595810705974,0,0.453064391000776,0.298410404624277,0.296965317919075,NA,NA,0.172413793103448,0.327586206896552,NA,NA,0.0929301911960872,0.7309915518008,0.141840818141396,0.0342374388617163,0.024526678141136,0.715576592082616,0.177710843373494,0.0821858864027539,0.071256038647343,0.634057971014493,0.225040257648953,0.069645732689211
"15","36005002800",802.739726027397,922.826086956522,927,46787.6712328767,63356.1643835616,45973.9726027397,47865.2173913043,77955.4347826087,46298.9130434783,49529,49006,49735,21.8,26.8,25.8,2357,147,2210,0.0623674162070429,0,184,184,0.0780653372931693,0,532,532,0.0780653372931693,2335,164,2171,0.0702355460385439,42,390,432,0.185010706638116,87,830,917,0.185010706638116,2334,331,2003,0.141816623821765,0,16,16,0.00685518423307626,79,194,273,0.00685518423307626,0.0725498515061519,0.81417055579126,0,0.113279592702588,0.0475374732334047,0.746038543897216,0.0162740899357602,NA,0.0535561268209083,0.819622964867181,NA,NA,0.0153225806451613,0.551344086021505,0.293010752688172,0.140322580645161,0.009765625,0.528076171875,0.296142578125,0.166015625,0.013164687661332,0.452503871966959,0.323180175529169,0.21115126484254
"16","36005003100",843.835616438356,969.565217391304,959,36905.4794520548,NA,36905.4794520548,36525,38586.9565217391,36045.652173913,37250,44250,34500,25.7,38.8,29.7,493,0,493,0,0,52,52,0.105476673427992,0,211,211,0.105476673427992,449,50,399,0.111358574610245,0,119,119,0.265033407572383,0,235,235,0.265033407572383,507,99,408,0.195266272189349,0,15,15,0.029585798816568,19,100,119,0.029585798816568,0.344827586206897,0.350912778904665,0,0.304259634888438,0.289532293986637,0.374164810690423,NA,NA,0.21301775147929,0.254437869822485,0.019723865877712,NA,0.0707656612529002,0.583526682134571,0.218097447795824,0.127610208816705,0,0.52,0.265333333333333,0.214666666666667,0.0554926387315968,0.64326160815402,0.225368063420159,0.0758776896942242
"17","36005003300",379.452054794521,492.391304347826,613,16780.8219178082,109938.356164384,14469.8630136986,17414.1304347826,74975,13407.6086956522,19923,61818,19194,26.7,41.8,36.4,928,81,847,0.0872844827586207,56,232,288,0.310344827586207,56,341,397,0.310344827586207,1211,117,1094,0.0966143682906689,0,305,305,0.251857968620974,82,568,650,0.251857968620974,1144,102,1042,0.0891608391608392,0,40,40,0.034965034965035,8,226,234,0.034965034965035,0.196120689655172,0.228448275862069,0.00646551724137931,0.568965517241379,0.335260115606936,0.427745664739884,NA,NA,0.185314685314685,0.327797202797203,NA,NA,0.0771812080536913,0.777181208053691,0.112080536912752,0.0335570469798658,0.026158038147139,0.65449591280654,0.208719346049046,0.110626702997275,0.0908641975308642,0.607901234567901,0.205432098765432,0.0958024691358025
"18","36005003500",571.232876712329,715.217391304348,843,25219.1780821918,65282.1917808219,24649.3150684931,22177.1739130435,NA,22084.7826086957,26541,80208,24704,26.8,31.6,30.4,1129,63,1066,0.0558015943312666,8,141,149,0.131975199291408,22,411,433,0.131975199291408,1226,8,1218,0.0065252854812398,0,299,299,0.243882544861338,0,573,573,0.243882544861338,1317,90,1227,0.0683371298405467,0,8,8,0.00607441154138193,22,300,322,0.00607441154138193,0.238263950398583,0.284322409211692,0,0.477413640389725,0.328711256117455,0.291190864600326,NA,NA,0.127562642369021,0.312072892938497,NA,NA,0.0692520775623269,0.690304709141274,0.157340720221607,0.0831024930747922,0.0296675191815857,0.640409207161125,0.252685421994885,0.0772378516624041,0.0303408146300914,0.732751454696592,0.134663341645885,0.102244389027431
"19","36005003600",680.821917808219,NA,NA,40220.5479452055,67465.7534246575,34476.7123287671,NA,NA,NA,NA,NA,NA,20.2,NA,NA,2655,294,2361,0.110734463276836,8,113,121,0.0455743879472693,80,505,585,0.0455743879472693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.238418079096045,0.567984934086629,0,0.193596986817326,NA,NA,NA,NA,NA,NA,NA,NA,0.0217923059817656,0.596619968868134,0.266844563042028,0.114743162108072,NA,NA,NA,NA,NA,NA,NA,NA
"20","36005003700",902.739726027397,1291.30434782609,907,33054.7945205479,NA,33054.7945205479,25330.4347826087,NA,25330.4347826087,NA,NA,NA,41,NA,34.9,154,0,154,0,0,38,38,0.246753246753247,0,104,104,0.246753246753247,62,0,62,0,0,9,9,0.145161290322581,0,37,37,0.145161290322581,118,0,118,0,0,0,0,0,0,27,27,0,0.149350649350649,0.357142857142857,0,0.493506493506494,0.193548387096774,NA,NA,NA,0.245762711864407,0.288135593220339,NA,NA,0.134920634920635,0.626984126984127,0.150793650793651,0.0873015873015873,0.146788990825688,0.853211009174312,0,0,0.0815217391304348,0.652173913043478,0.217391304347826,0.0489130434782609
"21","36005003800",973.972602739726,1281.52173913043,873,56126.0273972603,92710.9589041096,44627.397260274,60461.9565217391,99033.6956521739,29891.3043478261,NA,NA,NA,24.4,39.2,34.9,426,155,271,0.363849765258216,0,34,34,0.07981220657277,0,120,120,0.07981220657277,426,172,254,0.403755868544601,74,102,176,0.413145539906103,78,148,226,0.413145539906103,370,149,221,0.402702702702703,0,0,0,0,0,47,47,0,0.380281690140845,0.309859154929577,0,0.309859154929577,0.115023474178404,0.443661971830986,NA,NA,0.3,0.483783783783784,NA,NA,0.0286944045911047,0.647058823529412,0.24390243902439,0.0803443328550933,0.0583524027459954,0.403890160183066,0.287185354691076,0.250572082379863,0.0858524788391778,0.475211608222491,0.324062877871826,0.114873035066505
"22","36005003900",532.876712328767,1000,954,20661.6438356164,51247.9452054795,19046.5753424658,34310.8695652174,104425,28116.3043478261,NA,NA,NA,27.8,31.3,38,2092,131,1961,0.0626195028680688,9,354,363,0.173518164435946,58,966,1024,0.173518164435946,2028,230,1798,0.113412228796844,14,595,609,0.300295857988166,86,1127,1213,0.300295857988166,1902,111,1791,0.0583596214511041,0,0,0,0,0,677,677,0,0.280114722753346,0.25,0.0109942638623327,0.458891013384321,0.417159763313609,0.235700197238659,0.0507889546351085,NA,0.252365930599369,0.220820189274448,NA,NA,0.0873424971363116,0.732817869415808,0.150057273768614,0.0297823596792669,0.0142416330405887,0.675528127225255,0.157607405649181,0.152622834084975,0.0782339271882262,0.6571133488252,0.153111283242964,0.11154144074361
